neighborhood,house_age,num_bedrooms,num_bathrooms,sqft_living,sqft_lot,num_floors,garage_type,has_pool,house_condition,heating_type,school_rating,crime_rate,renovation_year,price
Suburbs,64,3,2,1387.0,7730.0,1,Single,0,Good,Electric,7.4,2.04,2011.0,296109
Suburbs,62,4,2,1836.0,8953.0,1,Double,0,Good,Central,7.1,24.5,2016.0,375097
Historic,36,3,2,1223.0,,2,Double,0,Fair,,3.3,0.83,1994.0,296415
Rural,75,3,2,1612.0,4119.0,2,,0,Excellent,Central,6.1,0.07,2017.0,365639
Rural,18,3,3,1189.0,6715.0,2,Single,0,Good,Radiator,8.1,5.13,0.0,282389
Uptown,16,2,2,967.0,6580.0,3,Single,0,Good,Electric,5.7,2.04,2016.0,328688
Uptown,17,4,2,1602.0,2957.0,1,Single,0,Good,Central,6.0,2.14,2013.0,390406
Downtown,24,1,1,547.0,1072.0,1,Single,0,Poor,Central,3.3,5.82,0.0,156512
Historic,68,3,2,1596.0,8088.0,1,Double,0,Excellent,Central,5.1,7.32,2017.0,377615
Suburbs,79,2,2,805.0,8085.0,2,Single,0,Excellent,Central,9.7,2.61,0.0,220729
Suburbs,2,3,3,1642.0,9551.0,2,Single,0,Excellent,Electric,8.8,0.75,2023.0,420668
Downtown,73,3,3,1425.0,,1,,0,Excellent,Central,3.5,2.6,2018.0,374074
Rural,10,4,4,1982.0,4300.0,1,,1,Fair,Central,5.1,1.84,0.0,314343
Suburbs,53,3,2,1219.0,1993.0,2,Double,0,Excellent,Central,7.0,7.33,2008.0,308594
Suburbs,51,3,2,1179.0,5299.0,2,Single,0,Good,Central,3.6,2.08,1995.0,295173
Waterfront,69,3,2,1564.0,9452.0,2,Double,1,Good,Central,7.9,1.61,2023.0,418832
Historic,14,4,3,1620.0,,1,Double,0,Fair,Central,7.9,7.14,0.0,352890
Suburbs,66,3,2,1600.0,9074.0,1,Single,0,Excellent,Central,7.0,22.27,0.0,319910
Downtown,53,5,3,2116.0,9566.0,1,Double,0,Excellent,Radiator,7.9,1.65,2021.0,536837
Uptown,64,1,1,351.0,4681.0,2,,0,Good,Central,3.4,4.16,1998.0,133681
Downtown,72,4,3,1873.0,5572.0,1,,1,Excellent,Electric,4.8,11.23,2004.0,459357
Midtown,49,1,1,420.0,3586.0,1,Double,1,Good,,5.4,15.29,0.0,202059
Waterfront,62,4,2,2180.0,3587.0,1,Double,0,Good,Central,9.4,12.24,0.0,550556
Suburbs,37,2,1,854.0,4341.0,1,Single,0,Good,Central,9.5,13.71,1998.0,247889
Suburbs,49,3,2,1238.0,6681.0,1,Single,0,Good,Central,9.3,0.9,0.0,283258
Downtown,68,3,2,1389.0,6416.0,2,,0,Good,Central,5.4,2.45,0.0,339838
Suburbs,33,4,2,1983.0,6289.0,3,Single,0,Good,Central,9.9,2.59,2015.0,442936
Downtown,22,2,2,1086.0,3456.0,2,Single,0,Good,Electric,3.7,5.8,2010.0,340342
Waterfront,70,4,2,1455.0,8771.0,1,,0,Good,Central,6.4,0.37,2008.0,383264
Suburbs,33,6,5,2603.0,5613.0,2,Double,0,Fair,Radiator,5.6,1.42,2004.0,472660
Rural,28,1,1,482.0,2805.0,2,,0,Fair,Central,7.8,11.22,0.0,118833
Rural,4,6,3,2105.0,8642.0,1,Double,0,Good,Electric,7.2,8.25,2021.0,435374
Suburbs,66,1,1,447.0,1202.0,2,Double,1,Good,Central,8.2,2.33,,153610
Downtown,77,4,3,2045.0,7906.0,1,Double,0,Good,Central,9.3,3.03,2018.0,494344
Downtown,49,6,4,2161.0,9948.0,1,Single,0,Fair,,7.9,3.19,2004.0,426577
Downtown,11,6,5,2508.0,10181.0,1,Single,1,Good,Central,8.0,6.15,2017.0,594036
Historic,35,3,2,1290.0,7835.0,2,Single,0,Excellent,Central,3.5,4.72,0.0,319385
Suburbs,39,5,3,2466.0,5886.0,1,,1,Fair,Central,3.8,2.89,1998.0,402914
Historic,10,2,2,818.0,7071.0,1,Double,0,Excellent,Central,5.6,2.01,0.0,307430
Suburbs,74,3,3,1197.0,2353.0,2,Double,0,Fair,Central,6.0,6.32,0.0,240718
Rural,72,3,2,1119.0,4170.0,1,Single,0,Good,Central,4.1,0.57,0.0,219975
Rural,69,3,2,1647.0,7758.0,1,Double,0,Poor,Radiator,3.9,1.72,2007.0,221058
Historic,23,4,2,1777.0,9190.0,1,Single,0,Good,Electric,5.9,0.84,2013.0,378457
Suburbs,34,2,1,719.0,3858.0,1,,0,Excellent,Radiator,6.0,0.81,2008.0,240970
Downtown,32,6,3,2191.0,6585.0,1,Double,0,Good,Central,8.7,1.66,0.0,463318
Rural,16,4,4,1502.0,6208.0,2,Double,0,Good,Central,5.1,13.94,2012.0,322600
Suburbs,68,5,4,1961.0,5271.0,2,Single,1,Fair,Electric,,0.43,2010.0,349322
Suburbs,54,4,4,1992.0,3783.0,1,Double,0,Good,Electric,8.4,3.45,2012.0,435803
Waterfront,28,4,3,1846.0,8472.0,3,Single,0,Good,Central,5.8,12.67,0.0,496105
Rural,60,1,1,505.0,3929.0,1,,1,Excellent,Central,7.6,4.1,2016.0,201910
Waterfront,78,3,2,1061.0,5195.0,1,Single,0,Fair,Electric,6.2,1.79,2011.0,286782
Rural,76,3,2,1209.0,1756.0,1,Double,0,Good,Radiator,5.8,1.27,0.0,235323
Historic,60,2,1,862.0,4130.0,3,,0,Good,Central,5.2,1.94,2007.0,244470
Historic,44,3,2,1307.0,3320.0,2,,1,Good,Radiator,8.2,0.79,1993.0,333386
Rural,2,4,4,1442.0,7166.0,2,Single,1,Good,Radiator,5.8,1.64,0.0,351901
Waterfront,23,2,1,904.0,1473.0,1,Single,0,Excellent,,6.5,,2007.0,341182
Uptown,46,3,3,1221.0,5423.0,1,Single,1,Fair,Electric,7.3,5.31,2005.0,337609
Suburbs,73,3,3,1164.0,8168.0,2,Single,0,Fair,Central,8.0,0.65,2009.0,278889
Suburbs,54,2,1,968.0,6421.0,1,Double,0,Fair,Central,3.8,1.74,2005.0,183875
Historic,71,4,4,1467.0,6063.0,1,Single,0,Fair,Central,7.1,4.23,1993.0,282694
Rural,9,4,2,2093.0,6576.0,2,Double,0,Excellent,Central,6.6,1.0,0.0,428236
Downtown,70,6,4,3179.0,6540.0,1,Single,0,Good,Central,8.6,1.3,0.0,570684
Uptown,44,3,3,1245.0,7439.0,1,,0,Excellent,Electric,5.1,4.71,2010.0,370317
Downtown,74,3,3,1642.0,7237.0,1,Single,0,Excellent,Central,8.6,7.73,1998.0,430347
Historic,73,3,2,1290.0,9016.0,1,Double,0,Excellent,Electric,8.3,8.47,0.0,294937
Historic,12,5,4,2712.0,8122.0,1,Single,0,Excellent,Central,8.9,4.0,2018.0,614786
Midtown,32,3,2,1642.0,9069.0,1,Double,1,Good,Radiator,4.3,1.75,0.0,396018
Downtown,34,3,3,1546.0,7211.0,2,Single,0,Excellent,Central,9.1,10.65,0.0,408736
Rural,33,3,2,1124.0,5799.0,1,,1,Good,Central,6.1,7.64,,256157
Suburbs,64,1,1,466.0,3436.0,2,,0,Excellent,Central,6.5,10.02,2000.0,168175
Suburbs,48,2,1,992.0,6064.0,1,Single,1,Fair,Central,4.5,10.76,0.0,197147
Downtown,16,4,3,1461.0,3546.0,1,Double,0,Good,Electric,9.0,4.76,2021.0,427844
Rural,50,4,3,2114.0,10086.0,3,Single,0,Good,Radiator,4.5,4.4,0.0,355368
Rural,23,3,2,1561.0,3494.0,2,Single,0,Good,Central,6.8,10.66,0.0,302467
Downtown,26,3,2,1610.0,4123.0,2,Double,0,Good,Central,4.5,1.57,0.0,359531
Waterfront,54,3,2,1358.0,3298.0,1,Double,0,Good,Central,5.8,0.93,0.0,408085
Historic,44,4,3,1659.0,2521.0,1,,0,Good,Radiator,9.1,2.64,,366354
Historic,37,4,3,1805.0,3604.0,1,,0,Excellent,Electric,3.2,0.44,1990.0,413997
Midtown,9,5,3,2479.0,,2,Single,0,Fair,Central,7.0,,0.0,457187
Suburbs,13,2,1,866.0,1698.0,1,Single,0,Fair,Electric,8.6,1.24,0.0,187123
Midtown,60,4,3,1681.0,6860.0,1,Single,0,Good,Central,5.3,2.64,0.0,331207
Uptown,2,6,3,2192.0,9315.0,1,Double,0,Excellent,Radiator,7.6,1.44,0.0,581330
Suburbs,60,4,3,1757.0,5794.0,3,Single,0,Good,Radiator,4.9,0.0,2005.0,350666
Suburbs,57,3,3,1285.0,4837.0,1,,0,Excellent,Electric,9.3,13.13,2002.0,324047
Suburbs,43,4,3,1930.0,3110.0,2,Single,0,Fair,Central,4.9,7.9,2004.0,299623
Suburbs,19,4,3,1750.0,7751.0,2,Double,0,Good,Electric,7.3,4.39,2023.0,388718
Rural,11,3,2,1052.0,3866.0,1,,0,Good,Central,4.1,0.07,2015.0,239281
Rural,78,2,2,893.0,2983.0,2,Double,1,Good,Central,4.1,9.59,2015.0,211471
Historic,47,4,3,2018.0,5819.0,1,Double,0,Excellent,Electric,9.4,6.89,0.0,416946
Rural,63,4,3,2156.0,3658.0,2,Single,0,Poor,Central,3.4,2.59,0.0,310399
Downtown,7,6,5,2331.0,7485.0,2,Single,0,Excellent,Central,4.2,3.46,0.0,627272
Uptown,79,2,1,869.0,8407.0,1,,0,Poor,Electric,8.7,7.7,0.0,183084
Suburbs,31,4,3,2077.0,6750.0,2,,0,Fair,Central,5.3,5.31,0.0,367892
Midtown,55,1,1,358.0,3777.0,1,Single,0,Good,Radiator,7.8,11.69,0.0,153548
Downtown,25,6,5,2519.0,3836.0,1,,0,Fair,Central,6.0,4.17,2019.0,443652
Midtown,72,1,1,468.0,5928.0,1,Double,1,Excellent,Central,5.9,4.34,0.0,195414
Downtown,30,3,2,1255.0,3663.0,3,Single,1,Excellent,,5.1,8.17,0.0,360019
Suburbs,36,2,1,895.0,1755.0,2,Double,1,Good,Central,7.8,1.16,0.0,284037
Downtown,50,4,3,2151.0,8561.0,3,Double,0,Good,Central,4.0,1.16,0.0,507329
Historic,14,3,3,1064.0,1624.0,1,Double,1,Good,Electric,5.9,0.75,0.0,378722
Uptown,29,4,4,1462.0,6064.0,1,Single,0,Fair,Central,7.6,0.84,0.0,308602
Suburbs,27,3,2,1168.0,2962.0,1,Single,0,Fair,Central,9.6,6.71,2016.0,289061
Midtown,50,3,2,1280.0,4674.0,1,Double,1,Good,Central,3.9,2.75,0.0,306289
Rural,36,3,3,1332.0,6448.0,1,Double,0,Good,Central,3.8,3.19,0.0,272698
Waterfront,34,2,1,714.0,1426.0,3,Single,1,Fair,Central,8.1,2.98,2001.0,268461
Uptown,21,2,1,1053.0,2741.0,1,Double,0,Excellent,Central,3.9,1.39,0.0,300520
Suburbs,38,4,3,2006.0,2736.0,1,Single,0,Excellent,Central,7.8,16.71,0.0,431701
Suburbs,75,3,2,1210.0,8680.0,1,Double,0,Good,Central,3.4,3.5,2002.0,272747
Midtown,79,2,1,802.0,1969.0,2,Single,0,Fair,Electric,5.1,2.42,,161430
Midtown,76,3,2,1065.0,,2,Double,0,Fair,Central,7.4,6.96,2006.0,230097
Midtown,50,2,2,859.0,7380.0,3,Single,0,Good,Radiator,7.8,7.39,0.0,242055
Midtown,37,3,2,1202.0,3764.0,2,Single,0,Good,Central,8.8,20.78,2001.0,310565
Downtown,75,6,5,2842.0,6531.0,1,Single,0,Good,Central,8.9,3.12,0.0,630965
Uptown,19,3,3,1378.0,6061.0,1,Single,0,Poor,Central,3.4,0.53,2018.0,245668
Suburbs,1,4,4,2165.0,8300.0,2,Single,0,Fair,Radiator,3.2,7.31,2023.0,375534
Midtown,40,4,2,2036.0,3286.0,1,Single,0,Good,Central,,6.13,0.0,390481
Rural,55,3,2,1098.0,8879.0,2,Single,0,Fair,Central,8.2,0.28,1990.0,193164
Rural,26,3,3,1472.0,4246.0,1,Single,0,Fair,Central,9.9,4.23,2019.0,301299
Rural,43,3,3,1114.0,5511.0,1,Single,0,Good,Radiator,8.5,0.75,0.0,239050
Suburbs,59,3,2,1243.0,5469.0,2,,0,Good,Radiator,3.8,21.13,0.0,256433
Downtown,51,4,3,1844.0,3611.0,1,Double,0,Poor,Central,8.2,8.44,2006.0,321883
Uptown,15,4,3,1796.0,,1,Double,0,Fair,Central,8.1,0.71,2012.0,401600
Uptown,8,5,4,2443.0,7040.0,2,Single,0,Fair,Central,8.8,0.51,2020.0,446060
Downtown,14,4,3,2048.0,7074.0,3,Single,0,Poor,Electric,4.3,1.66,0.0,328357
Historic,7,3,2,1547.0,3430.0,1,Single,0,Fair,Central,8.3,1.49,0.0,316416
Waterfront,18,4,3,1446.0,6677.0,2,,0,Fair,Central,6.6,2.86,2016.0,373153
Suburbs,12,4,3,1913.0,7432.0,1,Single,0,Good,Radiator,5.8,0.06,2021.0,429727
Suburbs,2,4,2,2169.0,6577.0,1,Double,1,Good,Radiator,4.3,5.5,0.0,439006
Uptown,50,4,4,2004.0,8094.0,2,,0,Good,Central,9.4,3.37,0.0,391987
Historic,21,5,3,2269.0,8601.0,2,Single,0,Good,Central,7.3,0.28,2007.0,425313
Rural,7,2,1,1099.0,5253.0,1,Double,0,Fair,,9.4,0.2,2019.0,247349
Waterfront,12,3,3,1076.0,6251.0,2,Double,0,Good,Central,5.5,0.94,2023.0,375792
Downtown,57,4,3,1470.0,2116.0,1,Single,0,Poor,Central,,1.98,,270930
Rural,78,3,2,1510.0,7393.0,1,,0,Good,,5.3,0.31,0.0,251209
Suburbs,74,4,3,1839.0,9281.0,1,Single,0,Good,Central,5.9,1.97,2004.0,373781
Suburbs,23,3,2,1124.0,5477.0,2,Double,1,Fair,Radiator,5.7,11.51,2007.0,276833
Waterfront,30,3,2,1275.0,8971.0,1,,0,Excellent,Central,5.4,3.66,2004.0,448264
Midtown,58,2,1,725.0,8529.0,1,Single,1,Good,Electric,3.5,0.05,2011.0,205056
Suburbs,52,4,3,1821.0,5206.0,1,Single,0,Good,Central,7.0,5.21,0.0,323240
Suburbs,56,2,2,741.0,6082.0,1,,1,Good,Electric,9.2,12.37,,226175
Waterfront,10,4,4,1405.0,5789.0,1,,0,Fair,Central,3.7,0.96,0.0,390669
Uptown,19,6,4,2486.0,4339.0,2,Single,0,Good,Central,5.9,3.08,2017.0,568252
Historic,19,3,2,1190.0,6863.0,2,,0,Good,Radiator,7.3,2.12,2016.0,310677
Uptown,59,2,1,844.0,,3,Single,0,Good,Electric,6.2,0.24,1991.0,215443
Rural,44,1,1,420.0,1690.0,3,Single,0,Good,Central,6.8,1.45,2020.0,152022
Historic,59,3,3,1428.0,4051.0,1,Single,1,Fair,Electric,4.4,2.09,0.0,298306
Downtown,4,2,2,972.0,3811.0,1,Single,0,Good,Central,9.6,9.17,2023.0,310814
Suburbs,65,3,2,1126.0,7396.0,2,Double,0,Excellent,,5.2,1.13,0.0,325841
Suburbs,13,3,2,1343.0,5304.0,2,Double,0,Poor,Radiator,5.1,5.53,2016.0,252467
Rural,67,3,2,1583.0,7150.0,1,Double,1,Good,Central,6.2,3.49,1998.0,345512
Midtown,12,4,4,1518.0,3791.0,1,Single,0,Good,Central,3.6,0.05,2016.0,404556
Uptown,55,5,4,2716.0,5892.0,3,Double,1,Good,Radiator,9.9,5.35,1994.0,522929
Downtown,61,2,1,707.0,5343.0,1,Single,1,Fair,Electric,6.4,8.97,0.0,234668
Suburbs,41,4,4,1479.0,,1,Double,0,Good,Central,6.1,2.95,0.0,339934
Suburbs,36,2,2,771.0,3011.0,2,Double,1,Fair,Radiator,9.7,1.05,0.0,257800
Suburbs,2,2,1,887.0,5928.0,1,Double,1,Excellent,Electric,6.1,7.31,0.0,333698
Waterfront,22,3,2,1229.0,7979.0,2,Double,0,Fair,Central,8.8,0.1,2013.0,394436
Midtown,22,3,2,1300.0,2192.0,1,,0,Excellent,Electric,3.6,3.53,0.0,340090
Midtown,41,1,1,538.0,6497.0,1,Double,0,Excellent,Central,4.2,0.21,0.0,212679
Waterfront,14,3,3,1254.0,9025.0,1,Single,0,Good,Electric,6.6,10.4,2010.0,425854
Uptown,35,5,4,2598.0,4771.0,3,Double,0,Good,Central,9.7,20.89,0.0,506300
Rural,50,2,2,729.0,1269.0,1,Double,0,Excellent,Central,8.0,23.74,0.0,195960
Suburbs,9,4,2,2049.0,5519.0,3,Double,0,Excellent,Central,4.2,0.84,2021.0,466966
Rural,59,4,4,2121.0,7744.0,2,,0,Poor,Central,9.7,4.93,2018.0,273194
Rural,56,2,2,813.0,3370.0,2,Single,0,Fair,Central,6.4,4.45,2010.0,168434
Historic,10,3,2,1378.0,2438.0,1,Single,1,Excellent,Central,7.4,2.54,2022.0,440564
Suburbs,25,2,2,774.0,2188.0,1,Double,1,Fair,Electric,9.9,8.19,0.0,230708
Suburbs,45,1,1,368.0,6061.0,2,Double,1,Poor,Radiator,7.8,7.92,2022.0,148174
Suburbs,11,2,1,1008.0,3603.0,1,Single,1,Excellent,Electric,6.6,9.58,0.0,303304
Midtown,9,2,1,951.0,4646.0,1,Double,0,Fair,Central,8.9,7.83,2021.0,262284
Suburbs,7,2,1,1000.0,2674.0,2,Single,1,Good,Central,9.6,4.08,2023.0,313846
Historic,71,2,1,875.0,3010.0,1,,0,Good,Central,9.9,3.83,0.0,219494
Historic,34,3,3,1199.0,8331.0,2,Single,0,Good,Radiator,,0.61,2001.0,319810
Suburbs,20,3,3,1306.0,6351.0,2,,0,Excellent,,6.1,9.93,2018.0,380110
Rural,5,5,4,1814.0,7196.0,2,Single,0,Good,Central,8.3,9.53,0.0,363466
Uptown,55,2,2,813.0,8168.0,2,Single,0,Fair,Electric,8.0,10.04,2012.0,221278
Rural,15,4,4,1638.0,9011.0,2,Single,1,Poor,Electric,3.2,0.14,2017.0,281108
Midtown,48,5,4,2464.0,5649.0,2,Double,0,Fair,Central,6.9,1.41,2011.0,456300
Suburbs,4,1,1,360.0,4622.0,2,Single,0,Good,Central,7.4,2.78,2023.0,160675
Downtown,78,3,2,1197.0,8068.0,1,,0,Good,Electric,3.9,1.5,2010.0,299388
Uptown,21,3,2,1215.0,4029.0,2,Double,1,Excellent,Electric,9.5,7.89,2021.0,416654
Uptown,9,5,5,2301.0,6131.0,1,Single,1,Good,Radiator,3.1,0.67,0.0,479788
Midtown,66,4,3,1595.0,5930.0,2,,1,Excellent,Central,3.7,4.41,2011.0,438559
Waterfront,79,3,2,1129.0,4121.0,1,Single,0,Fair,Central,5.8,5.87,1990.0,283110
Midtown,35,4,3,1606.0,6679.0,2,Single,1,Excellent,Central,10.0,6.68,1995.0,472151
Uptown,51,3,3,1303.0,7644.0,1,,0,Fair,Central,3.2,4.68,0.0,256755
Uptown,78,3,3,1365.0,7129.0,1,Single,0,Excellent,Electric,4.6,3.17,0.0,304212
Rural,37,4,3,1429.0,,3,,0,Good,Central,5.4,,2009.0,323841
Suburbs,6,4,3,1647.0,4779.0,2,,1,Good,Central,9.2,1.51,2020.0,421093
Midtown,51,1,1,502.0,7175.0,1,Single,0,Excellent,Electric,8.8,0.39,1994.0,206167
Suburbs,66,5,4,2347.0,4462.0,1,Single,0,Good,Radiator,3.5,2.9,2010.0,459637
Rural,17,3,2,1323.0,2854.0,1,Double,1,Poor,Central,7.3,0.08,0.0,249651
Suburbs,65,4,2,1762.0,3454.0,2,,1,Excellent,Central,9.5,1.46,0.0,437507
Rural,9,3,2,1271.0,6788.0,1,Single,0,Good,Electric,4.8,6.6,2021.0,281246
Rural,13,5,4,2092.0,8740.0,2,,0,Excellent,Central,6.4,4.18,2022.0,472886
Downtown,58,4,3,1720.0,8688.0,2,Single,0,Good,Central,6.4,,2020.0,404111
Uptown,30,3,2,1571.0,6916.0,1,Single,0,Good,Electric,9.4,1.65,2005.0,394790
Suburbs,31,6,5,2662.0,5361.0,1,Single,0,Good,Central,4.9,5.64,2005.0,534383
Rural,23,3,2,1451.0,,1,Single,0,Fair,Central,5.5,7.11,2009.0,279424
Downtown,63,2,1,1023.0,1903.0,1,Single,1,Good,Electric,9.3,5.34,0.0,284977
Downtown,28,3,3,1309.0,4841.0,1,,0,Fair,Central,,3.03,1999.0,333433
Suburbs,59,3,2,1553.0,9109.0,1,,0,Excellent,Central,9.6,1.05,0.0,331651
Historic,10,3,2,1645.0,,2,Double,0,Excellent,,9.5,,2021.0,482168
Downtown,26,4,3,1803.0,7876.0,1,Double,1,Excellent,Central,7.5,7.05,2010.0,524901
Midtown,77,4,3,1722.0,3572.0,2,Double,0,Good,Central,4.9,6.99,2016.0,384263
Suburbs,17,3,2,1533.0,3486.0,2,Single,0,Good,Central,5.8,11.63,2017.0,341363
Suburbs,40,5,4,2399.0,7585.0,1,Double,0,Fair,Central,6.6,10.62,2010.0,426211
Suburbs,68,4,4,1890.0,9115.0,1,Double,0,Poor,Central,3.8,1.69,0.0,291744
Downtown,23,5,4,2636.0,,1,Single,1,Fair,Electric,4.7,0.22,2004.0,455541
Historic,35,5,3,2399.0,6030.0,2,Double,0,Fair,Central,6.1,13.3,2018.0,406183
Uptown,75,2,1,956.0,,2,Single,0,Poor,Central,8.6,2.22,1990.0,157871
Waterfront,76,4,3,1565.0,3471.0,1,,0,Good,Radiator,5.5,18.28,2017.0,419688
Suburbs,9,3,2,1462.0,3155.0,2,,0,Poor,Central,4.4,6.8,2020.0,201094
Suburbs,79,4,3,2130.0,3181.0,1,Single,0,Good,Central,9.0,2.11,0.0,384840
Rural,45,4,3,1861.0,3411.0,2,Single,0,Fair,Electric,9.1,4.42,0.0,326718
Midtown,37,2,2,1061.0,3613.0,3,Single,1,Excellent,Central,4.3,13.03,1997.0,330757
Suburbs,69,5,5,2089.0,9177.0,2,Single,0,Good,Central,5.9,0.63,2001.0,403961
Historic,19,4,3,1434.0,6986.0,2,Single,1,Poor,Central,4.2,6.29,2013.0,274812
Suburbs,75,5,4,2195.0,8790.0,2,,1,Poor,Central,9.1,1.8,2011.0,344436
Suburbs,73,2,1,701.0,4580.0,1,,1,Good,Central,4.1,0.52,0.0,215180
Rural,27,5,5,1904.0,9646.0,2,Single,0,Good,Central,9.1,2.37,2003.0,388874
Downtown,13,4,4,1552.0,3818.0,1,Single,0,Fair,Radiator,4.1,1.5,2023.0,332684
Historic,57,3,3,1370.0,7373.0,2,Single,1,Good,Electric,3.5,0.29,0.0,295445
Suburbs,60,4,4,2159.0,2911.0,2,Single,0,Good,Radiator,3.4,18.01,1996.0,398502
Historic,12,4,4,1415.0,8892.0,1,Double,0,Excellent,Central,8.0,1.76,0.0,448990
Downtown,9,4,3,1589.0,7172.0,1,Single,0,Excellent,Central,8.9,2.87,2023.0,461964
Midtown,77,3,2,1631.0,8921.0,2,,1,Fair,Central,6.1,7.22,0.0,269958
Suburbs,77,4,2,2105.0,9682.0,2,Single,1,Good,Central,8.9,0.26,0.0,413542
Uptown,27,4,4,2067.0,2745.0,2,Double,0,Good,Radiator,4.2,3.94,1997.0,477104
Uptown,63,4,3,1473.0,7475.0,1,Single,0,Excellent,Central,5.3,7.83,0.0,382191
Midtown,29,3,3,1436.0,7681.0,2,Double,0,Good,Central,8.7,9.33,2006.0,383092
Rural,22,3,2,1171.0,1927.0,1,Double,0,Poor,Radiator,4.0,6.11,2020.0,185471
Historic,73,1,1,480.0,6565.0,2,Single,1,Good,,6.2,,1992.0,188981
Suburbs,19,4,3,1742.0,6157.0,2,Double,0,Excellent,Electric,3.9,4.13,0.0,445990
Suburbs,38,3,2,1431.0,6783.0,1,Double,0,Good,Central,4.7,1.0,2009.0,329149
Suburbs,39,3,2,1307.0,4543.0,1,Double,0,Excellent,Central,7.4,4.7,2004.0,323222
Suburbs,15,4,4,2126.0,4105.0,1,Single,1,Fair,Central,8.0,0.57,0.0,339953
Midtown,54,3,2,1065.0,,1,,0,Good,Central,,10.2,0.0,295005
Downtown,32,5,3,1941.0,8939.0,2,,0,Excellent,Central,7.9,15.69,0.0,522716
Rural,46,3,2,1549.0,4650.0,2,Double,0,Fair,Radiator,9.8,1.69,2007.0,306029
Waterfront,61,6,3,2984.0,4651.0,2,,1,Good,Radiator,4.4,1.17,0.0,622882
Rural,52,2,2,774.0,7147.0,3,Single,0,Good,Central,3.3,3.93,0.0,199674
Waterfront,34,3,2,1122.0,5238.0,1,,0,Fair,Electric,5.8,13.99,2022.0,331580
Downtown,73,3,2,1236.0,4378.0,2,Double,0,Good,Central,6.8,2.68,,317055
Rural,35,4,3,1785.0,7887.0,2,Single,0,Excellent,Central,4.7,0.53,2006.0,389732
Suburbs,70,2,2,718.0,8145.0,3,,0,Good,Central,5.2,13.74,2015.0,200769
Midtown,37,3,3,1557.0,8888.0,2,Double,0,Good,Central,3.1,1.19,0.0,314681
Historic,78,5,3,2270.0,6442.0,1,Double,1,Excellent,Electric,6.1,4.84,2021.0,572493
Midtown,61,2,2,1067.0,4606.0,2,,0,Good,,8.0,11.08,2015.0,266320
Downtown,49,4,3,1660.0,5542.0,1,Double,1,Good,Central,9.5,4.32,0.0,470242
Suburbs,9,4,2,1439.0,2686.0,1,Double,0,Poor,Central,7.4,,2016.0,257304
Suburbs,19,2,2,1048.0,4308.0,1,Double,0,Fair,Electric,7.6,4.83,2015.0,252812
Downtown,28,4,4,1519.0,7860.0,2,Single,0,Good,Radiator,9.1,0.13,0.0,437057
Suburbs,26,3,2,1251.0,4461.0,1,Single,1,Good,Radiator,9.7,0.58,2003.0,328161
Waterfront,38,3,3,1328.0,6721.0,1,Single,1,Excellent,Radiator,5.3,6.28,2011.0,461603
Suburbs,40,3,2,1345.0,4337.0,1,Single,1,Fair,Central,7.7,8.3,1994.0,302540
Rural,25,4,3,1418.0,2013.0,1,Single,0,Poor,Electric,6.3,4.59,0.0,235893
Uptown,69,2,1,910.0,5849.0,2,Single,0,Excellent,Radiator,7.8,3.57,2009.0,260960
Waterfront,71,3,3,1096.0,6406.0,1,Single,0,Fair,Central,6.5,0.07,2005.0,262017
Suburbs,23,4,3,1661.0,2404.0,1,Single,0,Fair,Central,3.2,,0.0,291031
Suburbs,65,2,2,1090.0,5298.0,1,Single,0,Good,Central,7.7,7.49,2011.0,253188
Rural,22,5,4,2030.0,3067.0,1,Double,0,Good,Electric,7.0,6.99,2023.0,456163
Suburbs,64,3,2,1537.0,5503.0,1,Single,0,Fair,Central,6.8,4.19,0.0,251914
Waterfront,68,3,3,1356.0,6227.0,1,Double,1,Good,Central,9.5,10.96,0.0,400362
Suburbs,58,4,3,1561.0,3896.0,1,Single,0,Good,Electric,8.3,8.32,0.0,299915
Uptown,28,2,2,988.0,5345.0,1,Double,0,Excellent,Central,3.4,1.11,0.0,314017
Historic,78,4,2,1844.0,9161.0,2,Single,0,Good,Central,7.0,0.62,0.0,379044
Waterfront,68,5,4,2283.0,10050.0,2,Double,0,Excellent,Central,5.2,0.09,1995.0,606164
Suburbs,75,2,2,711.0,6846.0,2,Double,0,Good,Radiator,4.8,1.2,0.0,194495
Suburbs,4,3,2,1250.0,5546.0,1,,0,Excellent,Central,9.3,6.67,0.0,341056
Historic,1,2,1,993.0,6702.0,1,Double,1,Poor,Central,9.6,,0.0,267954
Rural,26,4,2,2036.0,4213.0,2,Single,0,Excellent,Radiator,3.3,5.95,1999.0,380327
Suburbs,33,2,1,1025.0,7502.0,1,Single,0,Good,Central,4.7,8.15,0.0,228827
Suburbs,27,3,3,1072.0,8112.0,1,Double,0,Good,Central,8.6,2.26,2000.0,272658
Suburbs,42,4,3,1530.0,2631.0,2,Double,1,Good,Electric,8.3,10.49,0.0,364769
Historic,69,3,2,1641.0,8325.0,2,,0,Fair,Central,4.3,7.63,0.0,271757
Suburbs,71,2,1,762.0,8380.0,1,Double,0,Excellent,Electric,5.6,4.55,2008.0,217366
Rural,64,5,3,1963.0,9209.0,2,,0,Poor,Central,7.4,5.85,2014.0,264586
Rural,25,3,2,1531.0,5543.0,1,Double,1,Good,Central,9.3,1.72,2000.0,387132
